An advance in health or knowledge .	She rejected his advances .	0
Do n't fire until you see the whites of their eyes .	Oil fires the furnace .	0
The line stretched clear around the corner .	You must wait in a long line at the checkout counter .	1
The two streets connect to become a highway .	My computer connected to his computer .	0
Shorts that ride up .	Ship rides at anchor .	0
He hit her hard in the face .	He hit a home run .	0
A head of lettuce .	I 've got to go to the head .	0
There 's a $ 15 cover tonight .	They made a cover of a Beatles ' song .	0
Katie 's sick , so I need to check up on her and see if she needs anything .	Check the brakes .	1
We all got to ride the merry-go-round when the brought their carnival to town .	When the carnival came to town , every one wanted some cotton candy .	1
Break a record .	Voices broke in the air .	0
I need some fresh air .	A smell of chemicals in the air .	1
Break cigarette smoking .	On the hottest day of the year the refrigerator broke .	0
In your behalf .	Campaigning in his own behalf .	1
He designed a new piece of equipment .	She bought a lovely piece of china .	1
This product of last month 's quality standards committee is quite good , even though the process was flawed .	Events now in process .	1
She was granted leave to speak .	The applicant now seeks leave to appeal and , if leave be granted , to appeal against these sentences .	1
The family 's fortune waned and they could not keep their household staff .	Keep count .	0
For fools rush in where angels fear to tread .	Tread grapes to make wine .	0
In the year 1920 .	I was born in the year 1950 .	1
He arrived five minutes late , but to his credit he did work an extra ten minutes at the end of his shift .	He was given credit for his work .	1
I support France in the World Cup .	The evidence supports the defendant .	0
Time stops for nobody .	These times were erroneously converted between zones .	0
When was the last time we went out ? I do n't remember .	Okay , but this is the last time . No more after that !	1
They made a stopover to visit their friends .	There is a stopover to change planes in Chicago .	0
Let 's break for lunch .	A man broken by the terrible experience of near-death .	0
The patient was bleeding on the right side .	Look on the bright side .	0
The Times is not the voice of New York .	The voice of the law .	1
A component or constituent element of a system .	In your element .	0
He deserves his day in court .	In the days of sailing ships .	0
Should we believe a publication like the National Enquirer ?	You can not believe this man .	1
Tears well in her eyes .	The currents well up .	1
Okay , but this is the last time . No more after that !	That 's three times he 's made the same mistake .	1
Beat the egg whites .	Agassi beat Becker in the tennis championship .	0
He hoped for a new life in Australia .	He could no longer cope with the complexities of life .	0
Can you play on this old recorder ?	Play fair .	0
Play football .	Play with her feelings .	0
He warned against the use of narcotic drugs .	Ballet is beautiful but what use is it ?	0
Break an alibi .	The dam broke .	0
Normalize relations with China .	There is little hope that the two countries will normalize relations ; their governments seem to hate each other and would just as soon stay on bad terms .	1
I 'll save you the trouble .	This will save you a lot of time .	1
The annual report has been my baby since September .	When is your baby due ?	0
Capture the essence of Spring .	She captured all the men 's hearts .	0
He is an avid collector of nineteenth-century postage stamps .	That old piano is just a big dust collector .	1
Drive the game .	He drives a bread truck .	0
Change per unit volume .	The centimetre is a unit of length .	1
The barber did a real job on my hair .	Dry rot did the job of destroying the barn .	1
Fire a bullet .	Surrender fires the cold skepticism .	0
Flick a piece of paper across the table .	The lights flicked on and off .	0
The dictionary 's coverage of standard English is excellent .	There are overlapping coverages on your insurance policies .	1
A filming session .	A training session .	1
Our advertisements reach millions .	The sunlight reached the wall .	0
The pull of the current .	Iron fillings drawn by the pull of a magnet .	1
How did your interview go ?	How fast does your new car go ?	0
To stay a flat sheet in a steam boiler .	The judge stayed the execution order .	0
Play water from a hose .	Pele played for the Brazilian teams in many important matches .	0
Beat the subway fare .	Beat the table with his shoe .	0
We were just waiting for someone to take the lead .	He takes the lead in any group .	1
Men first stepped on the moon in 1969 .	The average distance to the Moon is 384,400 kilometers .	1
His conclusion took the evidence into account .	In conclusion I want to say ...	0
To start a rumour .	Start a new job .	0
The teaching consists of theory lessons and case studies .	A window case .	0
The essay contained too much detail .	A detail was sent to remove the fallen trees .	0
He was ejected for protesting the call .	After two raises there was a call .	0
A sense of self .	A sense of happiness .	1
You have to spend money to make money !	He made twenty bucks playing poker last night .	1
He is an authority on corporate law .	I have the authority to penalise the staff in my department , but not the authority to sack them .	0
We are enjoying a long engagement , but have n't yet set a date .	The teacher tried to increase his students ' engagement in class activities .	0
Start from the bottom and work towards the top .	This dough does not work easily .	0
There is an opening in the sales department .	A salamander darted out of an opening in the rocks .	0
Birds of prey often seize small mammals .	To seize smuggled goods .	0
The house is in order .	Magnolias belong to the order Magnoliales .	0
Political fatigue .	After watching TV with her husband she had a bad case of football fatigue .	1
He wants to reconstruct the original text .	They handed out the printed text of the mayor 's speech .	1
The sweat cut little rivulets into her face .	Cut a movie scene .	0
He gave a howl of pain .	Howls of laughter .	1
` wo n't ' is a contraction of ` will not ' .	` o'clock ' is a contraction of ` of the clock ' .	1
Pay a visit .	Pay a call .	1
Play the stock market .	Play with her feelings .	1
They gave full play to the artist 's talent .	We saw a two-act play in the theatre .	0
I 'll execute your orders as soon as this meeting is adjourned .	Execute the decision of the people .	1
I 'm normally a big fan of lifesaving , but in his case we can make an exception .	He took a course in lifesaving .	1
The unkindest cut of all .	The mayor proposed extensive cuts in the city budget .	0
I can see what will happen .	I can see a risk in this strategy .	1
I know that the President lied to the people .	It is vital that he not know .	1
Blaze a trail .	Meteors blazed across the atmosphere .	0
The didacticism of the 19th century gave birth to many great museums .	The didacticism expected in books for the young .	1
Give a yelp .	Give a gulp .	1
Turn the earth in the Spring .	The cream has turned -- we have to throw it out .	0
He was suspected of implication in several robberies .	The expectation was spread both by word and by implication .	0
Shake one 's head .	He was shaken from his dreams .	0
To stay a flat sheet in a steam boiler .	After the trial period , she was asked to stay on and work full-time .	0
The law was a recognition of their civil rights .	The recognition of the Rio Grande as a boundary between Mexico and the United States .	1
I 'll take the blue plates .	Take any one of these cards .	1
You never lift a finger to help me !	Lift a load .	1
He was arrested on a charge of larceny .	The admission charge .	0
Play the stock market .	They played games on their opponents .	1
Charlie likes to play Mary .	The engine has a wheel that is playing in a rack .	0
"He presided over the economy during the period of the greatest stress and danger""- R.J.Samuelson ."	She endured the stresses and strains of life .	1
True memorability of phrase .	Continuous change results in lack of memorability .	1
Political convention .	The EU installed an inter-institutional Convention to draft a European constitution .	1
They had a window of less than an hour when an attack would have succeeded .	Launch window .	1
How do you sleep at night when you attack your kids like that ! ?	It vanished into the night .	0
A comedy series .	His coin collection included the complete series of Indian-head pennies .	0
She could not come because she was too upset .	He came after a few minutes .	1
We need to replace the secretary that left a month ago .	Mary replaced Susan as the team 's captain and the highest-ranked player in the school .	0
Is it your or my turn to break ?	Things began breaking bad for him when his parents died .	0
He enjoyed selling but he hated the travel .	Travel to Spain .	1
Cut a hole .	The sweat cut little rivulets into her face .	1
Hang a door .	Hang the venison for a few days .	0
She was granted leave to speak .	He took his leave .	0
Bear a resemblance .	Bear a signature .	1
He earned his degree at Princeton summa cum laude .	There are 360 degrees in a circle .	0
The connection between overeating and obesity .	There was a connection between eating that pickle and having that nightmare .	0
To militate against the possibility of his election .	Politeness militated against this opinion being expressed .	1
The language introduced is standard throughout the text .	He taught foreign languages .	1
Liza had always had a tendency to wildness .	The element of wildness in his behavior was a protest against repressive convention .	1
They tried to stop the escape of gas from the damaged pipe .	The prisoners made their escape by digging a tunnel .	0
The Academy of Music .	Academies of literature and philology .	0
I know Latin .	Adam knew Eve .	0
A lady doctor .	A chauffeur opened the door of the limousine for the grand lady .	1
From noon till night .	They worked from morning to night .	1
He had drunk more than he could carry .	The troops carried the town after a brief fight .	0
Suck the poison from the place where the snake bit .	This sucks !	0
He bought a book of stamps .	They run things by the book around here .	0
Now the conductor will couple the train cars .	I 've coupled our system to theirs .	1
I back you all the way .	Back this enterprise .	1
After a hard day 's work , I vegetate in front of the television .	The fields vegetate vigorously .	0
One boy hit the other .	I have to hit the MAC machine before the weekend starts .	0
Do n't run that software unless you have permission . ' .	The dogs are running deer .	0
Run an errand .	Who are these people running around in the building ?	0
The store is huge , occupying an entire city block .	He reserved a large block of seats .	0
Play with her feelings .	She plays on her clients ' emotions .	0
I know it 's time .	He knows about 19th century politics .	1
I define myself as a techno-anarchist .	Define ` sadness ' .	0
I understand wanting more .	I understand how to do it .	1
"Gravitation can not be held responsible for people falling in love ""-- Albert Einstein ."	Gravitation är svagare än elektromagnetismen , men påverkar all materia och energi .	1
These bonds carry warrants .	Sound carries well over water .	0
Pay a call .	You 'll pay for this !	0
My computer is too old to run the new OS .	I will run the sample .	1
To snap a whip .	The pipe snapped .	0
Work the raisins into the dough .	Do you want to work after the age of 60 ?	0
The mechanism for arousal from sleep .	The animal undergoes regular spells of arousal .	1
They tested his ability to locate objects in space .	The spaces are the notes F-A-C-E .	0
A multinational operation .	A large-scale farming operation .	1
We should make Cincinnati by 7 tonight .	We barely made it to the finish line .	1
He paid all his bills by check .	I was not carrying cash , so I wrote a check for the amount .	1
I 'm leaving work early because I have a doctor 's appointment .	They made an appointment to meet at six .	1
The fire spared the forest floor .	The room has a wooden floor .	0
The lap of the shingles should be at least ten inches .	The dog 's laps were warm and wet .	0
Give the orders .	I 'm going to give my wife a necklace for her birthday .	0
Her hair does n't grow much anymore .	Corn does n't grow here .	1
Beat one 's breast .	This sure beats work !	0
A hook-and-ladder company .	It took six companies to put out the fire .	1
Draw a weapon .	Draw a wagon .	0
We visited a farm where they raise chickens .	A few important questions were raised after the attack .	0
He 's come a long way .	Which letter comes before Y ?	0
12 head of big cattle and 14 head of branded calves .	A reduction in the assessment per head of sheep .	1
We stayed in Hawaii for a week .	I can only stay for an hour .	0
The cup of her bra .	He wore a jock strap with a metal cup .	1
Social life .	City life .	1
She has a thing about him .	He has a thing about seafood .	1
12 head of big cattle and 14 head of branded calves .	At five years of age this head of cattle is worth perhaps $ 40 .	1
He was fighting to his last breath .	He took a deep breath and dived into the pool .	1
Can I keep my old stuffed animals ?	She never keeps her promises .	0
Dog is a hyponym of animal .	British is a hyponym of European .	1
If you hurry you 'll catch the post .	This military post provides an important source of income for the town nearby .	0
Suddenly , in the crowd , I felt a touch at my shoulder .	This dish could use a touch of garlic .	0
Fall by the wayside .	We must stand or fall .	1
The beer had a large head of foam .	Admission is three dollars a head .	0
There was not a scrap left .	She jotted it on a scrap of paper .	1
They took a firm stand against copyright infringement .	They cut down a stand of trees .	0
Block an attack .	The offensive linemen tried to block the blitz .	1
Take action .	Take vengeance .	1
The head of a comet .	She gave great head .	0
He cherished the faith of a good woman .	A member of his own faith contradicted him .	0
Declare dividends .	Declare bankruptcy .	0
He used pliers to work the wire into shape .	The salesman works the Midwest .	0
It is always a job to contact him .	Estimates of the city 's loss on that job ranged as high as a million dollars .	0
Bestow an honor on someone .	Medals were bestowed on the winning team .	1
He took a drag on his cigarette and expelled the smoke slowly .	He performed in drag .	0
I 'm making coleslaw ; do you know where the grater is ?	Modern cheese graters have more than one side so the cheese can be sliced in different ways .	1
Steve is a boy of 16 .	She made the boy brush his teeth every night .	1
We must strike the enemy 's oil fields .	Panic struck me .	0
The ball was still in play .	Insiders said the company 's stock was in play .	1
The head of the list .	I 've got to go to the head .	0
Fabric with a tendency to shrink .	Denim has a tendency to fade .	0
Gather the close family members .	Gather some stones .	0
The answer to the comprehension question can be found in the third line of the accompanying text .	A nice line of shoes .	0
A corner on the silver market .	A piano was in one corner of the room .	0
Engineers will work to correct the effects or air resistance .	Correct the mistakes .	0
He inserted the wedge into a split in the log .	He demanded his split before they disbanded .	0
Put the flag back in the cup .	He swore as the ball rimmed the cup and rolled away .	1
They had a window of less than an hour when an attack would have succeeded .	You have a two-hour window of clear weather to finish working on the lawn .	1
She did n't get to Chicago until after midnight .	Get permission to take a few days off from work .	0
She got a run in her stocking .	I have a run in my stocking .	1
Slices of hard-boiled egg on a bed of spinach .	Lake bed .	0
Give him his due — he is a good actor .	Give the devil his due .	1
Coordinate our efforts .	Coordinate the painters , masons , and plumbers .	1
The African-American population of Salt Lake City has been increasing .	People come and go , but the population of this town has remained approximately constant for the past decade .	1
I feel that we need to try harder .	I felt my way cautiously through the dangerous business maneuver .	0
The flock of birds took to the air .	I need some fresh air .	1
Many deaf people communicate with sign language .	He and his sons have n't communicated for years .	1
Pull your knees towards your chin .	Pull the rope .	1
After two raises there was a call .	The characters in Henry James ' novels are forever paying calls on each other , usually in the parlor of some residence .	0
Run riot .	We ran the ad three times .	0
A novel application of electronics to medical diagnosis .	He has tried several different word processing applications .	0
Give that lamp a good rub and see if any genies come out .	He gave the hood a quick rub .	1
You have to be a good observer to see all the details .	I saw their laughing and joking .	1
An oak tree will grow from that acorn .	The gardener grew that acorn into an oak tree .	1
How should I take this message ?	You ca n't take credit for this !	1
The room has a wooden floor .	We spread our sleeping bags on the dry floor of the tent .	1
Attempts to explain the origin of evil in the world .	Do n't go giving me evils !	1
I know that the President lied to the people .	She knew of our plan .	1
The book dealer would not break the set .	Break off the negotiations .	0
I carry these thoughts in the back of my head .	Amanda carried the package from home to New York .	0
Police controlled the motion of the crowd .	He made a motion to adjourn .	0
Do you know the way to the airport ?	They split the loot three ways .	0
The pain of loneliness .	The patient developed severe pain and distension .	0
It is important to use flux when soldering or oxides on the metal will prevent a good bond .	His opinions are in flux .	0
Your wish will come true .	Which letter comes before Y ?	1
Turn your face to the wall .	Turn your dance partner around .	1
It took more than half my time .	Take time to smell the roses .	1
To poise the scales of a balance .	I poised the crowbar in my hand , and waited .	1
I shall be writing to you soon .	We liked to chat while we were eating .	1
I know it 's time .	She knew of our plan .	1
Use the plastic bags to store the food .	We only use Spanish at home .	1
Call a football game .	I tried to call you all night .	0
The principle of the internal combustion engine .	The principles of democracy .	1
I want to see whether she speaks French .	I went to see my friend Mary the other day .	0
Not a breath of scandal ever touched her .	The child 's breath came quickly and unevenly .	0
Can you follow her argument ?	The police had been following him for weeks but they could not prove his involvement in the bombing .	0
Can we finance the addition to our home ?	His parents financed his college education .	1
To snap a whip .	To snap a fastener .	1
She does n't test well .	She tested high on the LSAT and was admitted to all the good law schools .	0
An air of mystery .	The program was on the air from 9 til midnight .	0
Hold your tongue .	About a dozen animals were held inside the stockade .	0
A mountain pass .	We got through the pass before it started to snow .	1
A head of cauliflower .	He is two heads taller than his little sister .	0
I shall be writing to you soon .	The sky is a deep blue today .	1
You should practice playing piano every day .	Pianists practice scales .	1
On the one hand ... , but on the other hand ...	A good hand .	0
Run a new program on the Mac .	My computer is too old to run the new OS .	1
Mineral origin .	Origin in sensation .	1
He tried to crystallize his thoughts .	My ideas crystallized overnight .	1
I like to treat myself to a day at a spa when I am depressed .	Treat the infection with antibiotics .	0
Rise to a challenge .	The building rose before them .	0
We must acknowledge the kindness she showed towards us .	* They his gifts acknowledged none . - John Milton .	1
He was hospitalized for extreme fatigue .	He was suffering from museum fatigue .	0
Load the camera .	He loaded his gun carefully .	1
Cut paper dolls .	The Vietnamese cut a lot of timber while they occupied Cambodia .	0
Hold in place .	Hold your breath .	0
This cartridge has a powder charge of 50 grains .	The battery needed a fresh charge .	0
She got a run in her stocking .	The ship made its run in record time .	0
A prison term .	The general term of an algebraic equation of the n-th degree .	0
These aspects of civilization do not find expression or receive an interpretation .	She found that he had lied to her .	0
He got a refill for his notebook .	He got a refill for his ball-point pen .	1
In an optimization problem we seek values of the variables that lead to an optimal value of the function that is to be optimized .	The simultaneous optimization of growth and profitability .	1
The engineer called round whilst you were away .	Call roll .	0
This diamond comes from a mine in South Africa .	Most coal and ore comes from open-pit mines nowadays .	1
Can you see the bird in that tree ?	I saw her bake the cake .	1
He held me up at the point of a gun .	The one with the most points will win the game .	0
He placed a phone call to London .	I received several calls today .	1
We do n't allow people to come into our plant and try to unionize the workers .	My uncle got roughed up by some corporate thugs after they caught him trying to unionize their workers .	1
A good title to an estate , or an imperfect title .	His title to fame .	0
I shall be writing to you soon .	The woman is walking .	1
An emerging professional class .	Flirting is not unknown in college classes .	0
You 'll pay for this opinion later .	He was allowed to go as soon as he paid .	0
The sight of his wife brought him back to reality .	To gain sight of land .	0
The rumor had its origin in idle gossip .	Mineral origin .	1
A trump can take a trick even when a card of a different suit is led .	Clubs were declared trumps .	1
We offer seafood as the first course .	He took a course in basket weaving .	0
Give a course .	I gave two sons to the war .	0
Let 's gather in the dining room .	Gather some stones .	0
Although he saw it in a different light , he still did not understand .	Do you have a light ?	0
He came out of the coal mine with a face covered in black .	Most coal and ore comes from open-pit mines nowadays .	1
I shall be writing to you soon .	This building is three hundred years old .	1
I 'll see you to the door .	I want to see results .	0
Play sports .	Play with her feelings .	0
Rig an election .	Rig prices .	0
The grip of a sword .	There are several good grips on the northern face of this rock .	1
The Post Office issued a series commemorating famous American entertainers .	His coin collection included the complete series of Indian-head pennies .	1
Give an excuse .	The roof finally gave under the weight of the ice .	0
She knows how to work the system .	Is your husband working again ?	0
The washing machine wo n't go unless it 's plugged in .	The policemen went from door to door looking for the suspect .	0
The grandfather clock beat midnight .	Beat one 's breast .	0
Hold in place .	I hold with those who say life is sacred .	0
There is a demand for jobs .	There is a demand for voluntary health workers in the poorer parts of Africa and Asia .	1
To carry well , i.e. to hold the head high , with arching neck .	This theory holds for all irrational numbers .	0
Blow on the soup to cool it down .	The fuse blew .	0
I mean to go to Baddeck this summer .	I mean no harm .	1
Litmus paper turns red on contact with an acid .	They forget to solder the contacts .	0
He got several girls in trouble .	One trouble after another delayed the job .	0
A financial crunch .	An end-of-the year crunch .	1
There was an informal meeting in my living room .	His meeting with the salesmen was the high point of his day .	0
The weakness of the dollar against the yen .	In a small number of horses , muscle weakness may progress to paralysis .	1
What do we have here ?	Have , throw , or make a party .	0
A shared line .	Please speak up , the line is very faint .	1
He tries to hit on women in bars .	He hit a home run .	0
He needed silence in order to sleep .	He gestured for silence .	0
Marsupials carry their young in a pouch .	The senator carried his home state .	0
Do n't give the child this tough meat .	Can I give you my keys while I go in the pool ?	0
He blamed his slip on the ice .	The jolt caused many slips and a few spills .	1
The death of my grandmother saddened the whole family .	Her death came as a terrible shock .	1
Stay alone .	I can only stay for an hour .	1
A wall of prejudice .	A wall of smoke .	1
The whole of American literature .	Europe considered as a whole .	1
He made his escape from the mental hospital .	The prisoners made their escape by digging a tunnel .	1
Get someone mad .	He got AIDS .	0
Check the brakes .	Check out the engine .	1
All of human history .	The dawn of recorded history .	0
To raise your walking stick to defend yourself .	Raise a shout .	0
To admit evidence in the trial of a cause .	We can not admit non-members into our club building .	1
You do n't look your age !	This project looks fishy .	0
He held the title for two years .	He had no documents confirming his title to his father 's estate .	0
You really have to empathize .	You really have to empathize with them .	1
It brought out his better side .	The patient was bleeding on the right side .	0
Your wish will come true .	Their anger came to a boil .	1
A ship in distress .	She was the classic maiden in distress .	1
The accusative case canonically indicates a direct object .	A case of the jitters .	0
The depth of the water .	From the depths of darkest Africa .	0
I can see a risk in this strategy .	I ca n't see him on horseback !	1
To sophisticate the understanding . — Southey .	To sophisticate wine . — Howell .	0
The car pulled off onto the shoulder .	He stopped the car on the shoulder of the highway to change the flat tire .	1
The washing machine wo n't go unless it 's plugged in .	The day went well until I got your call .	0
You have to spend money to make money !	She makes more than he does , and works longer hours than he does , but she still does most of the house-cleaning .	1
We 'll get them !	Did you get it ?	0
Stretch the imagination .	I always stretch my muscles before exercising .	0
The chairman of the company told the salesmen to move the computers .	She moves in certain circles only .	0
He followed the deer 's slot over the soft turf to the edge of the trees .	The PC had three slots for additional memory .	0
The luck of the Irish .	They say luck is a lady .	0
Fall into a trap .	Fall prey to an imposter .	1
To step to one of the neighbors .	Step off ten yards .	0
He could not touch the meaning of the poem .	They stood next to each other , their shoulders touching .	0
Stick your thumb in the crack .	She sticks to her principles .	0
His friend 's opinion had an impact on his decision .	Our choice of concrete will have a tremendous impact on the building 's mechanical performance .	1
The third link of the silver chain needs to be resoldered .	This led to an unfortunate chain of events .	1
The time of year for planting .	He waited a long time .	1
You must carry your camping gear .	Carry the suitcases to the car .	1
The direction of maximum tension moves asymptotically toward the direction of the shear .	There is a tension between these approaches to understanding history .	0
The Democratic Party is an umbrella for many liberal groups .	Under the umbrella of capitalism .	1
The fringe of a picture .	Interference fringe .	0
The president wanted to disband the scandal-plagued agency .	The principal disbanded the political student organization .	1
I draw a line here .	Draw parallels .	1
If you keep partying like this , your school-work will suffer .	Many saints suffered martyrdom .	0
It was a fight to the finish .	Booze will be the finish of him .	1
I need to get a good rest tonight ; I was up late last night .	The gun was steadied on a special rest .	0
The hunters found deer sign at the end of the trail .	Their angry expressions were a clear sign they did n't want to talk .	1
The swiftest of foot .	He followed on foot .	1
We must develop more potential customers .	We develop the leaders for the future .	0
Some students had stolen the key to the final exam .	Some students cheated by using the answer key .	1
To move in a matter .	Come on guys , let 's move : there 's work to do !	1
Block a muscle .	Block a nerve .	1
He is still recovering from a shot to his leg .	I caught him with a solid shot to the chin .	1
The mechanism of the ear .	The mechanism of infection .	1
Might I beg leave to accompany you ?	The applicant now seeks leave to appeal and , if leave be granted , to appeal against these sentences .	1
My cat often sleeps on my bed .	He worked in the coal beds .	0
Even if it 's not illegal , plagiarism is usually frowned upon .	Copy from one , it 's plagiarism . Copy from two , it 's research .	1
Refine paper stock .	Refine pig iron .	1
Cut a Ping-Pong ball .	Cut paper dolls .	0
You really have to empathize .	You 've really got to empathize with what they want .	1
The time is 10 o'clock .	Do you know what time it is ?	1
Harry said he could n't stop and chat because his missus wanted to go shopping .	The missus has a list of chores for me to do this weekend .	1
Crime does n't pay .	To pay attention .	0
Make a decision .	Make a move .	1
The pirates hid their treasure on a small island in the West Indies .	The trunk held all her meager treasures .	0
Pull the tab to open the can .	The collar has a tab with a button hole .	1
His claim to the property has come under question .	The question of seniority will be discussed at the meeting .	0
They tested his ability to locate objects in space .	Functional analysis is best approached through a sound knowledge of Hilbert space theory .	1
He had a drop too much to drink .	There is not a drop of pity in that man .	1
She tends to make a big production out of nothing .	They hope to increase spaghetti production next year .	0
I have to catch a train at 7 o'clock .	Catch one 's breath .	0
Come into the room .	He came from France .	1
Crack a joke .	The performance was fine until he cracked that dead baby joke .	1
Do you have a light ?	Hey , buddy , you got a light ?	1
Drill a hole into the wall .	Drill for oil .	1
He finally saw the light .	He stepped into the light .	0
Mount an attack .	Mount a theater production .	1
You 'll be sent home if you pull another stunt like that .	I pulled a muscle in my leg when I jumped up .	0
They hope to make a bigger profit .	She made ten points in that game .	1
"The word "" kerosine "" is a variant of “ kerosene ” ."	All breeds of dog are variants of the species “ Canis lupus familiaris ” .	1
He could not work the math problem .	Work out your problems with the boss .	1
I 'm convinced that there was a presence in that building that I ca n't explain , which led to my heroic actions .	Any painter can benefit from the presence of a live model from which to draw .	0
A terrible feeling of ulteriority .	Their conversation was limited to ulteriorities .	1
A fan aids air circulation .	Ocean circulation is an important part of global climate .	1
He finally got his big break .	It was presented without commercial breaks .	0
He wanted to live his own life without interference from others .	The life of this milk carton may be thousands of years in this landfill .	0
Roll out the paper .	She rolled the ball .	0
Get an idea .	Get nauseous .	1
Pull weeds .	He pulled out his gun before she had a chance to scream .	1
The grandfather clock beat midnight .	Beat swords into ploughshares .	0
The court is now in session .	The girls were playing in the court .	0
To raise Sandy Hook light .	Raise the specter of unemployment .	0
The plane turned away from the sea and moved back over land .	They come from a faraway land .	1
His absence is the hinge of our plan .	This argument was the hinge on which the question turned .	1
Do n't lie to your parents .	The book lies on the table .	0
I 'm afraid I do n't understand what you mean .	The sky is red this morning — does that mean we 're in for a storm ?	1
The collar has a tab with a button hole .	The filing cards were organized by cards having indexed tabs .	1
The lyric in line 3 does n't rhyme .	The lyrics were written by the composer .	1
He stepped into the light .	It brought the scandal to light .	0
Begin a new chapter in your life .	Begin a cigar .	0
Hastened the period of time of his recovery .	In England they call a period a stop .	0
The head of the page .	The head of the list .	1
The story is false , so far as I can discover .	I discovered how to do it .	1
Hold these truths to be self-evident .	Hold the bridge against the enemy 's attacks .	0
Pittsburgh is the source of the Ohio River .	He spent hours looking for the source of that quotation .	0
To set pear trees in an orchard .	Set these words in italics .	0
Get nauseous .	She did n't get to Chicago until after midnight .	0
There is a narrow line between sanity and insanity .	Toe the line .	0
We raise hogs here .	Raise the question of promotions .	0
I ca n't follow your line of reasoning .	Toe the line .	0
He was sidelined with a hamstring pull .	Iron fillings drawn by the pull of a magnet .	0
I hold with those who say life is sacred .	Elections will be held on the first Sunday of next month .	0
She did n't leave until midnight .	I left my keys inside the car and locked the doors .	0
The plane was just a speck in the sky .	A tiny speck of soot .	1
The patter of mice .	The patter of tiny feet .	1
How does this shirt fit ?	The small shirt does n't fit me , so I 'll buy the medium size .	1
Give priority to .	Give bond .	0
Your wish will come true .	The water came to a boil .	1
If you cut then I 'll deal .	The employer wants to cut back health benefits .	0
Play sports .	Pele played for the Brazilian teams in many important matches .	1
I see that you have been promoted .	We had to see a psychiatrist .	0
Normalize relations with China .	Normalize the spelling .	1
She wants to act Lady Macbeth , but she is too young for the role .	The dog acts ferocious , but he is really afraid of people .	0
Window of opportunity .	The expanded window will give us time to catch the thieves .	1
We take all major credit cards .	We took a pay cut .	1
Nothing good will come of this .	Come down here !	0
Is this enough to cover the check ?	This paint covers well .	0
I tried to make a call , but the line was dead .	Drop me a line when you get there .	0
The artist must first learn to see .	I went to see my friend Mary the other day .	0
She lost all her respect and authority after turning up drunk to the meeting .	Tennessee Valley Authority .	0
Hold one 's nose .	I hold with those who say life is sacred .	0
It was a mountainous area .	It was a closed area of employment .	0
The sequence of reciprocals has zero as its limit .	To the limit of his ability .	0
Nothing good will come of this .	The bill came to $ 2,000 .	0
The teenager could n't bear the shame of introducing his parents .	One mistake brought shame to all his family .	1
They had stock footage of lightning , tornados , and hurricanes .	He edited the news footage .	1
Let 's go this way for a while .	Her money went on clothes .	0
Fall into a trap .	The estate fell to the oldest daughter .	0
It ended on a sour note .	He detected a note of sarcasm .	1
Dress the windows .	Dress the victim 's wounds .	0
Turn cartwheels .	Turn the dial to 10 .	0
He washed his face .	She has a pretty face .	1
Rustle cattle .	The dry leaves were rustling in the breeze .	0
He tried to sing the tenor part .	His part was right in the middle .	0
A ranch hand .	Her hands are really strong .	0
He uttered harsh language .	The English language .	1
Pressurize a space suit .	The airplane cabin is pressurized .	1
Leave your child the nurse 's care .	At her death , she left behind her husband and 11 cats .	0
He has a touch of rheumatism .	This piano has a wonderful touch .	0
He needs to regain her trust if he is ever going to win her back .	He betrayed their trust .	0
The feeling is difficult to describe , but not unpleasant .	He described going to work .	1
Charge all weapons , shields , and banners .	He charged the director with indifference .	0
The use of torture has been condemned by the United Nations .	He warned against the use of narcotic drugs .	1
Play football .	He plays on three teams .	1
Common sense is not so common .	He has n't got the sense God gave little green apples .	1
After that day she never trusted him again .	Those were the days .	1
Sanitize a document before releasing it to the press .	Sanitize history .	1
You should shower after vigorous exercise .	He showered her with presents .	0
A man of action .	He saw action in Korea .	0
The power of his love saved her .	The deterrent power of nuclear weapons .	1
He gave notice two months before he moved .	He took no notice of the changes , and went on as though nothing had happened .	0
Have an assistant .	Have a lover .	1
He placed a phone call to London .	She reported several anonymous calls .	1
This boat can only carry a small sail .	Amanda carried the package to New York .	0
The club that is now mostly used for golf was once a common weapon .	He used all his conversational weapons .	0
You have no right to go through my personal diary .	He stood on the right .	0
His body was in rebellion against fatigue .	Each generation must have its own rebellion .	1
He occupied a post in the treasury .	A pair of posts marked the goal .	0
Change per unit volume .	The dollar is the United States unit of currency .	1
He answered the first question willingly , the second reluctantly , and the third with resentment .	Now put it into third .	0
There is an opening in the sales department .	He slipped through an opening in the crowd .	0
We went there by foot because we could not afford a taxi .	The foot of the list .	0
He threw a rock at me .	Some fool has thrown a rock through my window .	1
The wee small voice of conscience .	The voice of the law .	0
They are accused of conspiring to constrain trade .	They rode the trade winds going west .	0
Shift the date for our class reunion .	Shift one 's position .	0
He inserted the wedge into a split in the log .	They announced a two-for-one split of the common stock .	0
The English language .	He recorded the spoken language of the streets .	1
Cut my hair .	Cut the engine .	0
The French doors give onto a terrace .	Give a course .	0
Pay attention .	He paid off the loan three months early .	0
Hang the venison for a few days .	Hang one 's head in shame .	0
During the Inquisition , the torturers would stretch their victims on a rack .	Let 's stretch for a minute -- we've been sitting here for over 3 hours .	0
